"Table 940-92031 : Persons arrested for crime by type of offence, age group and sex",,,,,,,,,,,,,
 ,,,,,,,,,,,,,
 , ,Persons arrested for crime (1) (2),Persons arrested for crime (1) (2),Persons arrested for crime (1) (2),Persons arrested for crime (1) (2),Persons arrested for crime (1) (2),Persons arrested for crime (1) (2),Persons arrested for crime (1) (2),Persons arrested for crime (1) (2),Persons arrested for crime (1) (2),Persons arrested for crime (1) (2),Persons arrested for crime (1) (2),Persons arrested for crime (1) (2)
,,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number
Age group,,10月15日,10月15日,10月15日,16-20,16-20,16-20,≧21,≧21,≧21,Total,Total,Total
Sex,,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes
Year,Type of offence,,,,,,,,,,,,
2011,     Indecent assault,119,3,122,87,1,88,721,5,726,927,9,936
2011,     Murder and manslaughter,0,0,0,2,0,2,10,7,17,12,7,19
2011,     Attempted murder,0,0,0,0,0,0,2,1,3,2,1,3
2011,     Wounding,91,6,97,324,8,332,922,164,1086,1337,178,1515
2011,     Serious assault,323,71,394,377,42,419,2189,772,2961,2889,885,3774
2011,     Assault on police,0,1,1,16,3,19,175,32,207,191,36,227
2011,     Kidnapping and child stealing,0,0,0,0,0,0,0,0,0,0,0,0
2011,     Cruelty to child,0,0,0,1,1,2,79,117,196,80,118,198
2011,     Criminal intimidation,53,42,95,67,8,75,943,193,1136,1063,243,1306
2011,     Robbery with firearms/arms,0,0,0,0,0,0,1,0,1,1,0,1
2011,     Robbery with pistol-like objects,0,0,0,1,0,1,3,0,3,4,0,4
2011,     Other robberies,89,25,114,110,5,115,172,4,176,371,34,405
2011,     Aggravated burglary,0,0,0,0,0,0,0,0,0,0,0,0
2011,     Blackmail,50,13,63,46,3,49,184,27,211,280,43,323
2011,     Arson,46,12,58,21,3,24,70,8,78,137,23,160
2011,Non-violent crime,1726,671,2397,2614,591,3205,15955,7808,23763,20295,9070,29365
2011,     Burglary,51,4,55,67,7,74,420,29,449,538,40,578
2011,     Snatching,15,1,16,22,1,23,55,2,57,92,4,96
2011,     Pickpocketing,0,0,0,3,1,4,239,39,278,242,40,282
2011,     Shop theft,443,436,879,149,189,338,2697,3546,6243,3289,4171,7460
2011,     Theft from vehicle,10,3,13,9,0,9,138,3,141,157,6,163
2011,     Taking conveyance without authority,3,0,3,39,4,43,116,1,117,158,5,163
2011,     Other thefts,526,106,632,462,102,564,2889,1429,4318,3877,1637,5514
2011,     Handling stolen goods,22,3,25,16,2,18,61,27,88,99,32,131
2011,"     Deception, fraud and forgery",13,12,25,164,43,207,1505,733,2238,1682,788,2470
2011,     Sexual offences (other than rape and indecent assault),71,8,79,156,3,159,364,102,466,591,113,704
2011,     Serious drug offences,67,14,81,475,137,612,1707,412,2119,2249,563,2812
2011,     Serious immigration offences,2,2,4,5,5,10,188,99,287,195,106,301
2011,     Criminal damage,106,30,136,193,13,206,1213,220,1433,1512,263,1775
2011,     Unlawful society offences,101,7,108,210,12,222,270,11,281,581,30,611
2011,     Possession of arms/ammunition/offensive weapon,42,5,47,68,13,81,338,73,411,448,91,539
2011,     Other crimes,254,40,294,576,59,635,3755,1082,4837,4585,1181,5766
2011,Total,2499,844,3343,3685,665,4350,21496,9138,30634,27680,10647,38327
2012,Violent crime,623,128,751,986,76,1062,5898,1328,7226,7507,1532,9039
2012,     Rape,2,0,2,17,0,17,88,0,88,107,0,107
2012,     Indecent assault,95,8,103,81,2,83,828,9,837,1004,19,1023
2012,     Murder and manslaughter,0,0,0,12,0,12,48,6,54,60,6,66
2012,     Attempted murder,0,0,0,1,0,1,2,1,3,3,1,4
2012,     Wounding,103,11,114,277,10,287,968,131,1099,1348,152,1500
2012,     Serious assault,251,56,307,398,43,441,2286,783,3069,2935,882,3817
2012,     Assault on police,5,0,5,16,0,16,212,46,258,233,46,279
2012,     Kidnapping and child stealing,0,0,0,0,0,0,0,1,1,0,1,1
2012,     Cruelty to child,0,0,0,1,2,3,102,133,235,103,135,238
2012,     Criminal intimidation,43,28,71,50,15,65,942,182,1124,1035,225,1260
2012,     Robbery with firearms/arms,0,0,0,0,0,0,0,0,0,0,0,0
2012,     Robbery with pistol-like objects,0,0,0,0,0,0,2,0,2,2,0,2
2012,     Other robberies,72,15,87,92,2,94,221,12,233,385,29,414
2012,     Aggravated burglary,0,0,0,0,0,0,1,0,1,1,0,1
2012,     Blackmail,27,5,32,27,2,29,136,17,153,190,24,214
2012,     Arson,25,5,30,14,0,14,62,7,69,101,12,113
2012,Non-violent crime,1322,415,1737,2404,568,2972,16825,8042,24867,20551,9025,29576
2012,     Burglary,20,4,24,40,6,46,428,39,467,488,49,537
2012,     Snatching,27,0,27,31,0,31,60,4,64,118,4,122
2012,     Pickpocketing,0,1,1,4,5,9,189,45,234,193,51,244
2012,     Shop theft,285,226,511,148,154,302,2678,3428,6106,3111,3808,6919
2012,     Theft from vehicle,12,0,12,8,0,8,121,1,122,141,1,142
2012,     Taking conveyance without authority,7,0,7,16,3,19,118,6,124,141,9,150
2012,     Other thefts,377,85,462,419,124,543,3113,1490,4603,3909,1699,5608
2012,     Handling stolen goods,5,0,5,8,1,9,59,23,82,72,24,96
2012,"     Deception, fraud and forgery",12,7,19,129,42,171,1551,815,2366,1692,864,2556
2012,     Sexual offences (other than rape and indecent assault),52,0,52,131,2,133,445,117,562,628,119,747
2012,     Serious drug offences,61,16,77,426,114,540,1807,487,2294,2294,617,2911
2012,     Serious immigration offences,2,7,9,11,6,17,233,107,340,246,120,366
2012,     Criminal damage,101,27,128,167,19,186,1408,268,1676,1676,314,1990
2012,     Unlawful society offences,118,7,125,321,8,329,339,11,350,778,26,804
2012,     Possession of arms/ammunition/offensive weapon,20,1,21,54,11,65,369,74,443,443,86,529
2012,     Other crimes,223,34,257,491,73,564,3907,1127,5034,4621,1234,5855
2012,Total,1945,543,2488,3390,644,4034,22723,9370,32093,28058,10557,38615
2013,Violent crime,546,119,665,787,83,870,5519,1270,6789,6852,1472,8324
2013,     Rape,4,1,5,22,1,23,78,0,78,104,2,106
2013,     Indecent assault,94,3,97,72,1,73,784,5,789,950,9,959
2013,     Murder and manslaughter,0,0,0,7,3,10,41,4,45,48,7,55
2013,     Attempted murder,0,0,0,0,0,0,1,2,3,1,2,3
2013,     Wounding,76,7,83,158,14,172,886,127,1013,1120,148,1268
2013,     Serious assault,195,64,259,334,38,372,2227,761,2988,2756,863,3619
